SearchIndexUpdateHelper.java,org.finra.herd.service.helper.SearchIndexUpdateHelper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,modifyTagsInSearchIndex,112,KILLED,org.finra.herd.service.helper.SearchIndexUpdateHelperTest.testModifyTagsInSearchIndex(org.finra.herd.service.helper.SearchIndexUpdateHelperTest)
SearchIndexUpdateHelper.java,org.finra.herd.service.helper.SearchIndexUpdateHelper,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,modifyTagsInSearchIndex,113,SURVIVED,none
