index,Project,Focal_Class,Test_Class,Focal_Path,Test_Path,Module,Focal_Method,Test_Case,AST_Focal_Method,AST_Test_Method,CLASS,Cyclomatic_complexity,Lines_of_code,Branch_coverage,Method_coverage,Line_coverage,Mutation_Coverage,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
0,42949039,StorageHelper,StorageHelperTest,compiledrepos/worker_rr452461/42949039/herd-code/herd-service/src/main/java/org/finra/herd/service/helper/StorageHelper.java,compiledrepos/worker_rr452461/42949039/herd-code/herd-service/src/test/java/org/finra/herd/service/helper/StorageHelperTest.java,herd-code\herd-service,getStorageAttributeIntegerValueByName,testGetStorageAttributeIntegerValueByNameWithDefault_5,getStorageAttributeIntegerValueByName,testGetStorageAttributeIntegerValueByNameWithDefault_5,StorageHelper,30,77,23.33,26.67,22.08,40.0,23,12,1,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0
