"Timestamp","Worker","Index","Total","Sample_Key","Sample_File","Status","Exit_Code"
"2026-03-16T15:57:18","inspecta","1","2","42949039_5","42949039_5.json","OK","0"
"2026-03-16T16:07:25","inspecta","2","2","42949039_43","42949039_43.json","OK","0"
